SESP;SESP;28/03/2025;755;VIATURA TIPO AUTO BOMBA TANQUE - ABT | 2025OB022717;6;R$ 8,091,595.54;sim
SEIL;DER;11/07/2025;755;Restauração com ampliação de capacidade da rodovia PR-180 trecho Goioerê | 2025OB012146;26;R$ 28,257.87;sim
SEIL;DER;11/07/2025;755;Restauração com ampliação de capacidade da rodovia PR-180 trecho Goioerê | 2025OB012147;26;R$ 23,378.68;sim
SEIL;DER;11/07/2025;755;Restauração com ampliação de capacidade da rodovia PR-180 trecho Goioerê | 2025OB012148;26;R$ 2,267,609.29;sim
SEIL;DER;14/07/2025;755;Restauração com ampliação de capacidade da rodovia PR-180 trecho Goioerê | 2025OB012297;26;R$ 35,576.66;sim
SEIL;DER;15/07/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Turvo - Guarapuava | 2025OB012444;26;R$ 122,429.73;sim
SEIL;DER;15/07/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Turvo - Guarapuava | 2025OB012445;26;R$ 76,518.59;sim
SEIL;DER;15/07/2025;755;Restauração em whitetopping na rodovia PRC-280, no trecho Clevelândia/Pato Branco | 2025OB012446;26;R$ 15,144,517.96;sim
SEIL;DER;15/07/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Turvo - Guarapuava | 2025OB012447;26;R$ 9,907,165.14;sim
SEIL;DER;15/07/2025;755;Duplicação Ponta Grossa ¿ Palmeira e implantação do Contorno Rodoviário de Palmeira - PR-151 - 49,11km - VALOR CO R$ 294.660.000,00 | 2025OB012448;26;R$ 7,682,225.36;sim
SEIL;DER;15/07/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Pitanga-Turvo | 2025OB012449;26;R$ 749,157.83;sim
SEIL;DER;16/07/2025;755;Duplicação Ponta Grossa ¿ Palmeira e implantação do Contorno Rodoviário de Palmeira - PR-151 - 49,11km - VALOR CO R$ 294.660.000,00 | 2025OB012648;26;R$ 94,877.97;sim
SEIL;DER;16/07/2025;755;Duplicação Ponta Grossa ¿ Palmeira e implantação do Contorno Rodoviário de Palmeira - PR-151 - 49,11km - VALOR CO R$ 294.660.000,00 | 2025OB012649;26;R$ 64,782.68;sim
SEIL;DER;16/07/2025;755;Duplicação Ponta Grossa ¿ Palmeira e implantação do Contorno Rodoviário de Palmeira - PR-151 - 49,11km - VALOR CO R$ 294.660.000,00 | 2025OB012650;26;R$ 64,611.90;sim
SEIL;DER;16/07/2025;755;Restauração em whitetopping na rodovia PRC-280, no trecho Clevelândia/Pato Branco | 2025OB012651;26;R$ 190,028.27;sim
SEIL;DER;16/07/2025;755;Restauração em whitetopping na rodovia PRC-280, no trecho Clevelândia/Pato Branco | 2025OB012652;26;R$ 235,611.32;sim
SEIL;DER;16/07/2025;755;Restauração em whitetopping na rodovia PRC-280, no trecho Clevelândia/Pato Branco | 2025OB012653;26;R$ 224,945.98;sim
SEIL;DER;16/07/2025;755;Restauração em whitetopping na rodovia PRC-280, no trecho Clevelândia/Pato Branco | 2025OB012654;26;R$ 25,416.28;sim
SEIL;DER;16/07/2025;755;Restauração em whitetopping na rodovia PRC-280, no trecho Clevelândia/Pato Branco | 2025OB012655;26;R$ 15,170.59;sim
SEIL;DER;16/07/2025;755;ELABORAÇÃO DE PROJETO BÁSICO, PROJETO EXECUTIVO E EXECUÇÃO DA OBRA DE IMPLANTAÇÃO PR-092, TRECHO:CERRO AZUL - DOUTOR ULYSSES, LOTE 01, EXT. 12,000 KM - A FRENTE PARANÁ. | 2025OB012656;26;R$ 5,544.15;sim
SEIL;DER;16/07/2025;755;ELABORAÇÃO DE PROJETO BÁSICO, PROJETO EXECUTIVO E EXECUÇÃO DA OBRA DE IMPLANTAÇÃO PR-092, TRECHO:CERRO AZUL - DOUTOR ULYSSES, LOTE 01, EXT. 12,000 KM - A FRENTE PARANÁ. | 2025OB012657;26;R$ 4,158.11;sim
SEIL;DER;16/07/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Pitanga-Turvo | 2025OB012658;26;R$ 9,438.77;sim
SEIL;DER;16/07/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Pitanga-Turvo | 2025OB012659;26;R$ 9,266.52;sim
SEIL;DER;16/07/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Pitanga-Turvo | 2025OB012660;26;R$ 11,083.48;sim
SEIL;DER;16/07/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Pitanga-Turvo | 2025OB012661;26;R$ 7,617.88;sim
SEIL;DER;16/07/2025;755;ELABORAÇÃO DE PROJETO BÁSICO, PROJETO EXECUTIVO E EXECUÇÃO DA OBRA DE IMPLANTAÇÃO PR-092, TRECHO:CERRO AZUL - DOUTOR ULYSSES, LOTE 01, EXT. 12,000 KM - A FRENTE PARANÁ. | 2025OB012662;26;R$ 452,309.85;sim
SEIL;DER;21/07/2025;755;Execução de Projeto e Obra de Restauração com melhorias das Rodovias PR-180 e PR-281, no trecho Dois Vizinhos - Francisco Beltrão | 2025OB013065;26;R$ 1,091.61;sim
SEIL;DER;21/07/2025;755;Execução de Projeto e Obra de Restauração com melhorias das Rodovias PR-180 e PR-281, no trecho Dois Vizinhos - Francisco Beltrão | 2025OB013066;26;R$ 768.18;sim
SEIL;DER;21/07/2025;755;Execução de Projeto e Obra de Restauração com melhorias das Rodovias PR-180 e PR-281, no trecho Dois Vizinhos - Francisco Beltrão | 2025OB013067;26;R$ 618.83;sim
SEIL;DER;21/07/2025;755;Execução de Projeto e Obra de Restauração com melhorias das Rodovias PR-180 e PR-281, no trecho Dois Vizinhos - Francisco Beltrão | 2025OB013068;26;R$ 723.48;sim
SEIL;DER;21/07/2025;755;Restauração com ampliação de capacidade da rodovia PR-180 trecho Goioerê | 2025OB013069;26;R$ 49,424.69;sim
SEIL;DER;21/07/2025;755;Restauração com ampliação de capacidade da rodovia PR-180 trecho Goioerê | 2025OB013070;26;R$ 40,890.69;sim
SEIL;DER;21/07/2025;755;Restauração com ampliação de capacidade da rodovia PR-180 trecho Goioerê | 2025OB013071;26;R$ 62,225.69;sim
SEIL;DER;21/07/2025;755;Execução de Projeto e Obra de Restauração com melhorias das Rodovias PR-180 e PR-281, no trecho Dois Vizinhos - Francisco Beltrão | 2025OB013072;26;R$ 88,684.58;sim
SEIL;DER;21/07/2025;755;Restauração com ampliação de capacidade da rodovia PR-180 trecho Goioerê | 2025OB013073;26;R$ 3,966,183.23;sim
SEIL;DER;24/07/2025;755;Duplicação e restauração e ampliação capacidade rodoviária PR-412, no trecho Matinhos a Praia de Leste | 2025OB013305;26;R$ 8,828.45;sim
SEIL;DER;24/07/2025;755;Duplicação e restauração e ampliação capacidade rodoviária PR-412, no trecho Matinhos a Praia de Leste | 2025OB013306;26;R$ 24,234.75;sim
SEIL;DER;24/07/2025;755;Duplicação e restauração e ampliação capacidade rodoviária PR-412, no trecho Matinhos a Praia de Leste | 2025OB013307;26;R$ 445.29;sim
SEIL;DER;24/07/2025;755;Duplicação e restauração e ampliação capacidade rodoviária PR-412, no trecho Matinhos a Praia de Leste | 2025OB013308;26;R$ 702,195.80;sim
SESP;SESP;13/08/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE| 2025OB083387;6;R$ 14.866,08;sim
SESP;SESP;13/08/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB083387;6;R$ 1.678,76;sim
SESP;SESP;14/08/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB084327;6;R$ 1.196.971,13;sim
SESP;SESP;15/08/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB085016;6;R$ 27.003,16;sim
SESP;SESP;15/08/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB085016;6;R$ 1.049,22;sim
SESP;SESP;15/08/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB085017;6;R$ 30.680,61;sim
SESP;SESP;15/08/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB085018;6;R$ 106.488,46;sim
SESP;SESP;19/08/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB086833;6;R$ 202.097,52;sim
SESP;SESP;20/08/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB087410;6;R$ 2.589,66;sim
SESP;SESP;22/08/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB088435;6;R$ 2.486,08;sim
SESP;SESP;22/08/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB088435;6;R$ 4.153,93;sim
SESP;SESP;22/08/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB088436;6;R$ 390,03;sim
SESP;SESP;22/08/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB088436;6;R$ 651,66;sim
SESP;SESP;22/08/2025;755;Reforma e ampliação da sede da 11ª CIPM no município de Cambé. | 2025OB088437;6;R$ 227.875,22;sim
SESP;SESP;25/08/2025;755;Reforma e ampliação da sede da 11ª CIPM no município de Cambé. | 2025OB089164;6;R$ 7.776,51;sim
SESP;SESP;27/08/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB089881;6;R$ 4.327,01;sim
SESP;SESP;27/08/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB089881;6;R$ 406,28;sim
SESP;SESP;27/08/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB089881;6;R$ 678,77;sim
SESP;SESP;27/08/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB089882;6;R$ 337.680,21;sim
SESP;SESP;27/08/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB089883;6;R$ 52.974,18;sim
SESP;SESP;27/08/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB089884;6;R$ 31.706,15;sim
SEED;FUNDEPAR;13/08/2025;755;Construir a Escola Estadual Professora Mireille Maria Franco Zanon Machado, no município de Mandirituba. | 2025OB007378;12;R$ 3.327,69;sim
SEED;FUNDEPAR;13/08/2025;755;Construir a Escola Estadual Professora Mireille Maria Franco Zanon Machado, no município de Mandirituba. | 2025OB007379;12;R$ 7.354,03;sim
SEED;FUNDEPAR;13/08/2025;755;Construir a Escola Estadual Professora Mireille Maria Franco Zanon Machado, no município de Mandirituba. | 2025OB007380;12;R$ 602.154,05;sim
SEED;FUNDEPAR;20/08/2025;755;Ampliar o Colégio Estadual Nirlei Medeiros - EF EM PROFIS, no município de Curitiba/Curitiba | 2025OB007805;12;R$ 5.028,41;sim
SEED;FUNDEPAR;20/08/2025;755;Ampliar o Colégio Estadual Moradias Lobato - EF M P, no município de Curitiba/Curitiba | 2025OB007806;12;R$ 5.035,51;sim
SEED;FUNDEPAR;20/08/2025;755;Ampliar o Colégio Estadual Moradias Lobato - EF M P, no município de Curitiba/Curitiba | 2025OB007807;12;R$ 3.866,03;sim
SEED;FUNDEPAR;20/08/2025;755;Ampliar o Colégio Estadual Nirlei Medeiros - EF EM PROFIS, no município de Curitiba/Curitiba | 2025OB007808;12;R$ 354.400,64;sim
SEED;FUNDEPAR;20/08/2025;755;Ampliar o Colégio Estadual Moradias Lobato - EF M P, no município de Curitiba/Curitiba | 2025OB007809;12;R$ 313.267,87;sim
SEED;FUNDEPAR;25/08/2025;755;Ampliar o Colégio Estadual Pinheiro do Paraná - Ensino Fundamental e Médio, no município de Curitiba/Curitiba | 2025OB007982;12;R$ 13.905,70;sim
SEED;FUNDEPAR;25/08/2025;755;Ampliar o Colégio Estadual Pinheiro do Paraná - Ensino Fundamental e Médio, no município de Curitiba/Curitiba | 2025OB007983;12;R$ 3.337,37;sim
SEED;FUNDEPAR;25/08/2025;755;Ampliar o Colégio Estadual Pinheiro do Paraná - Ensino Fundamental e Médio, no município de Curitiba/Curitiba | 2025OB007984;12;R$ 260.870,94;sim
SEED;FUNDEPAR;27/08/2025;755;Construir Unidade Nova Escolar Bairro Fraron | 2025OB008160;12;R$ 2.124,24;sim
SEED;FUNDEPAR;27/08/2025;755;Construir Unidade Nova Escolar Bairro Fraron | 2025OB008161;12;R$ 1.274,55;sim
SEED;FUNDEPAR;27/08/2025;755;Construir Unidade Nova Escolar Bairro Fraron | 2025OB008162;12;R$ 102.813,35;sim
SEED;FUNDEPAR;28/08/2025;755;Ampliar o Colégio Estadual Nirlei Medeiros - EF EM PROFIS, no município de Curitiba/Curitiba | 2025OB008221;12;R$ 4.933,66;sim
SEED;FUNDEPAR;28/08/2025;755;Ampliar o Colégio Estadual Nirlei Medeiros - EF EM PROFIS, no município de Curitiba/Curitiba | 2025OB008222;12;R$ 347.722,45;sim
SECID;COHAPAR;13/08/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Toledo | 2025OB002797;16;R$ 6.768,82;sim
SECID;COHAPAR;13/08/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Toledo | 2025OB002797;16;R$ 482,99;sim
SECID;COHAPAR;13/08/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Guaíra | 2025OB002797;16;R$ 9.564,48;sim
SECID;COHAPAR;13/08/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Guaíra | 2025OB002797;16;R$ 269,79;sim
SECID;COHAPAR;13/08/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Guaíra | 2025OB002797;16;R$ 580,21;sim
SECID;COHAPAR;13/08/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Guaíra | 2025OB002797;16;R$ 721,41;sim
SECID;COHAPAR;13/08/2025;755;Construção de novas unidades habitacionais por meio do Programa de Habitação Urbana do governo do Estado. As famílias são atendidas com ações habitacionais no meio Urbano, contemplando novas unidades, melhorias ou reformas, por meio de auxilio financeiro e/ou de serviços. | 2025OB002797;16;R$ 8.366,44;sim
SECID;COHAPAR;13/08/2025;755;Construção de novas unidades habitacionais por meio do Programa de Habitação Urbana do governo do Estado. As famílias são atendidas com ações habitacionais no meio Urbano, contemplando novas unidades, melhorias ou reformas, por meio de auxilio financeiro e/ou de serviços. | 2025OB002797;16;R$ 2.922,79;sim
SECID;COHAPAR;13/08/2025;755;Construção de novas unidades habitacionais por meio do Programa de Habitação Urbana do governo do Estado. As famílias são atendidas com ações habitacionais no meio Urbano, contemplando novas unidades, melhorias ou reformas, por meio de auxilio financeiro e/ou de serviços. | 2025OB002797;16;R$ 107,01;sim
SECID;COHAPAR;13/08/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Santo Antônio do Sudoeste | 2025OB002797;16;R$ 631,04;sim
SECID;COHAPAR;20/08/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em São Miguel do Iguaçu | 2025OB002869;16;R$ 781.345,91;sim
SECID;COHAPAR;20/08/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em São Miguel do Iguaçu | 2025OB002870;16;R$ 263.940,31;sim
SECID;COHAPAR;26/08/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Toledo | 2025OB002931;16;R$ 10.143,68;sim
SECID;COHAPAR;26/08/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Guaíra | 2025OB002932;16;R$ 7.637,62;sim
SECID;COHAPAR;27/08/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Toledo | 2025OB002943;16;R$ 142.158,20;sim
SECID;COHAPAR;27/08/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Guaíra | 2025OB002944;16;R$ 101.260,32;sim
SECID;COHAPAR;28/08/2025;755;Construção de novas unidades habitacionais por meio do Programa de Habitação Urbana do governo do Estado. As famílias são atendidas com ações habitacionais no meio Urbano, contemplando novas unidades, melhorias ou reformas, por meio de auxilio financeiro e/ou de serviços. | 2025OB002974;16;R$ 1.194,48;sim
SECID;COHAPAR;28/08/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Santo Antônio do Sudoeste | 2025OB002974;16;R$ 12,84;sim
SECID;COHAPAR;28/08/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Santo Antônio do Sudoeste | 2025OB002974;16;R$ 5.060,23;sim
SECID;COHAPAR;28/08/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Santo Antônio do Sudoeste | 2025OB002974;16;R$ 472,73;sim
SECID;COHAPAR;28/08/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Santo Antônio do Sudoeste | 2025OB002975;16;R$ 155.306,16;sim
SECID;COHAPAR;28/08/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Santo Antônio do Sudoeste | 2025OB002976;16;R$ 14.508,95;sim
SECID;COHAPAR;28/08/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Santo Antônio do Sudoeste | 2025OB002977;16;R$ 36.660,53;sim
SECID;COHAPAR;28/08/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Santo Antônio do Sudoeste | 2025OB002978;16;R$ 394,14;sim
SEIL;DER;08/01/2025;755;Implantação da rodovia PR-990, no entroncamento da rodovia PR-364 e a cidade de Rebouças | 2025OB013636;26;R$ 3.931,13;sim
SEIL;DER;08/01/2025;755;Implantação da rodovia PR-990, no entroncamento da rodovia PR-364 e a cidade de Rebouças | 2025OB013637;26;R$ 9.827,83;sim
SEIL;DER;08/01/2025;755;Implantação da rodovia PR-990, no entroncamento da rodovia PR-364 e a cidade de Rebouças | 2025OB013638;26;R$ 313.835,30;sim
SEIL;DER;15/08/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Pitanga-Turvo | 2025OB014606;26;R$ 46.967,39;sim
SEIL;DER;15/08/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Pitanga-Turvo | 2025OB014607;26;R$ 56.176,68;sim
SEIL;DER;15/08/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Pitanga-Turvo | 2025OB014608;26;R$ 38.611,25;sim
SEIL;DER;15/08/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Pitanga-Turvo | 2025OB014609;26;R$ 54.145,48;sim
SEIL;DER;18/08/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Palmeirinha - Guarapuava | 2025OB014759;26;R$ 129.908,73;sim
SEIL;DER;18/08/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Palmeirinha - Guarapuava | 2025OB014760;26;R$ 81.192,96;sim
SEIL;DER;18/08/2025;755;Execução de Projeto e Obra de Restauração com melhorias das Rodovias PR-180 e PR-281, no trecho Dois Vizinhos - Francisco Beltrão | 2025OB014761;26;R$ 545,81;sim
SEIL;DER;18/08/2025;755;Execução de Projeto e Obra de Restauração com melhorias das Rodovias PR-180 e PR-281, no trecho Dois Vizinhos - Francisco Beltrão | 2025OB014762;26;R$ 384,09;sim
SEIL;DER;18/08/2025;755;Execução de Projeto e Obra de Restauração com melhorias das Rodovias PR-180 e PR-281, no trecho Dois Vizinhos - Francisco Beltrão | 2025OB014763;26;R$ 309,41;sim
SEIL;DER;18/08/2025;755;Execução de Projeto e Obra de Restauração com melhorias das Rodovias PR-180 e PR-281, no trecho Dois Vizinhos - Francisco Beltrão | 2025OB014764;26;R$ 361,73;sim
SEIL;DER;18/08/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Turvo - Guarapuava | 2025OB014765;26;R$ 96.364,22;sim
SEIL;DER;18/08/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Pitanga-Turvo | 2025OB014766;26;R$ 3.922.159,97;sim
SEIL;DER;18/08/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Palmeirinha - Guarapuava | 2025OB014767;26;R$ 10.246.315,76;sim
SEIL;DER;18/08/2025;755;Execução de Projeto e Obra de Restauração com melhorias das Rodovias PR-180 e PR-281, no trecho Dois Vizinhos - Francisco Beltrão | 2025OB014768;26;R$ 44.342,29;sim
SEIL;DER;20/08/2025;755;ELABORAÇÃO DE PROJETO BÁSICO, PROJETO EXECUTIVO E EXECUÇÃO DA OBRA DE IMPLANTAÇÃO PR-092, TRECHO:CERRO AZUL - DOUTOR ULYSSES, LOTE 01, EXT. 12,000 KM - A FRENTE PARANÁ. | 2025OB014806;26;R$ 14.126,16;sim
SEIL;DER;20/08/2025;755;ELABORAÇÃO DE PROJETO BÁSICO, PROJETO EXECUTIVO E EXECUÇÃO DA OBRA DE IMPLANTAÇÃO PR-092, TRECHO:CERRO AZUL - DOUTOR ULYSSES, LOTE 01, EXT. 12,000 KM - A FRENTE PARANÁ. | 2025OB014807;26;R$ 10.594,62;sim
SEIL;DER;20/08/2025;755;Restauração em whitetopping na rodovia PRC-280, no trecho Clevelândia/Pato Branco | 2025OB014808;26;R$ 137.071,54;sim
SEIL;DER;20/08/2025;755;Restauração em whitetopping na rodovia PRC-280, no trecho Clevelândia/Pato Branco | 2025OB014809;26;R$ 141.972,28;sim
SEIL;DER;20/08/2025;755;Restauração em whitetopping na rodovia PRC-280, no trecho Clevelândia/Pato Branco | 2025OB014810;26;R$ 135.545,67;sim
SEIL;DER;20/08/2025;755;Restauração em whitetopping na rodovia PRC-280, no trecho Clevelândia/Pato Branco | 2025OB014811;26;R$ 15.315,09;sim
SEIL;DER;20/08/2025;755;Restauração em whitetopping na rodovia PRC-280, no trecho Clevelândia/Pato Branco | 2025OB014812;26;R$ 9.141,34;sim
SEIL;DER;20/08/2025;755;Duplicação Ponta Grossa ¿ Palmeira e implantação do Contorno Rodoviário de Palmeira - PR-151 - 49,11km - VALOR CO R$ 294.660.000,00 | 2025OB014813;26;R$ 76.921,79;sim
SEIL;DER;20/08/2025;755;Duplicação Ponta Grossa ¿ Palmeira e implantação do Contorno Rodoviário de Palmeira - PR-151 - 49,11km - VALOR CO R$ 294.660.000,00 | 2025OB014814;26;R$ 52.383,74;sim
SEIL;DER;20/08/2025;755;Duplicação Ponta Grossa ¿ Palmeira e implantação do Contorno Rodoviário de Palmeira - PR-151 - 49,11km - VALOR CO R$ 294.660.000,00 | 2025OB014815;26;R$ 52.522,20;sim
SEIL;DER;20/08/2025;755;ELABORAÇÃO DE PROJETO BÁSICO, PROJETO EXECUTIVO E EXECUÇÃO DA OBRA DE IMPLANTAÇÃO PR-092, TRECHO:CERRO AZUL - DOUTOR ULYSSES, LOTE 01, EXT. 12,000 KM - A FRENTE PARANÁ. | 2025OB014816;26;R$ 1.152.459,18;sim
SEIL;DER;20/08/2025;755;Restauração em whitetopping na rodovia PRC-280, no trecho Clevelândia/Pato Branco | 2025OB014817;26;R$ 9.573.193,52;sim
SEIL;DER;20/08/2025;755;Duplicação Ponta Grossa ¿ Palmeira e implantação do Contorno Rodoviário de Palmeira - PR-151 - 49,11km - VALOR CO R$ 294.660.000,00 | 2025OB014818;26;R$ 6.228.321,25;sim
SEIL;DER;25/08/2025;755;Restauração com ampliação de capacidade da rodovia PR-180, no trecho de acesso secundário Goioerê/Quarto Centenário - PR-180 trecho Goioerê | 2025OB015399;26;R$ 49.368,67;sim
SEIL;DER;25/08/2025;755;Restauração com ampliação de capacidade da rodovia PR-180, no trecho de acesso secundário Goioerê/Quarto Centenário - PR-180 trecho Goioerê | 2025OB015400;26;R$ 40.844,35;sim
SEIL;DER;25/08/2025;755;Restauração com ampliação de capacidade da rodovia PR-180, no trecho de acesso secundário Goioerê/Quarto Centenário - PR-180 trecho Goioerê | 2025OB015401;26;R$ 62.155,16;sim
SEIL;DER;25/08/2025;755;Restauração com ampliação de capacidade da rodovia PR-180, no trecho de acesso secundário Goioerê/Quarto Centenário - PR-180 trecho Goioerê | 2025OB015402;26;R$ 2.507.328,11;sim
SEIL;DER;25/08/2025;755;Restauração com ampliação de capacidade da rodovia PR-180, no trecho de acesso secundário Goioerê/Quarto Centenário - PR-180 trecho Goioerê | 2025OB015403;26;R$ 1.454.359,65;sim
SEIL;DER;27/08/2025;755;Duplicação e restauração e ampliação capacidade rodoviária PR-412, no trecho Matinhos a Praia de Leste | 2025OB015608;26;R$ 23.136,14;sim
SEIL;DER;27/08/2025;755;Duplicação e restauração e ampliação capacidade rodoviária PR-412, no trecho Matinhos a Praia de Leste | 2025OB015609;26;R$ 64.377,82;sim
SEIL;DER;27/08/2025;755;Duplicação e restauração e ampliação capacidade rodoviária PR-412, no trecho Matinhos a Praia de Leste | 2025OB015610;26;R$ 861,98;sim
SEIL;DER;27/08/2025;755;Duplicação e restauração e ampliação capacidade rodoviária PR-412, no trecho Matinhos a Praia de Leste | 2025OB015611;26;R$ 1.839.636,13;sim
